Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[3773/300000],0.00068,0.04557,99.248,0.99
[3774/300000],0.00060,0.04213,99.248,0.99
[3775/300000],0.00062,0.04172,99.248,0.99
[3776/300000],0.00068,0.03976,99.248,0.99
[3777/300000],0.00070,0.04233,99.248,0.99
[3778/300000],0.00063,0.03764,99.248,0.99
[3779/300000],0.00071,0.02906,99.248,0.99
[3780/300000],0.00070,0.03389,99.248,0.99
[3781/300000],0.00067,0.01381,99.248,1.00
[3782/300000],0.00053,0.03279,99.248,0.99
[3783/300000],0.00080,0.02895,99.248,0.99
[3784/300000],0.00066,0.02232,99.248,0.99
[3785/300000],0.00065,0.01688,99.248,1.00
[3786/300000],0.00063,0.29270,99.248,0.99
[3787/300000],0.00064,0.03604,99.248,0.99
[3788/300000],0.00057,0.03913,99.248,0.99
[3789/300000],0.00071,0.03704,99.248,0.99
[3790/300000],0.00067,0.03484,99.248,0.99
[3791/300000],0.00068,0.04123,99.248,0.99
[3792/300000],0.00060,0.04279,99.248,0.99
[3793/300000],0.00062,0.03768,99.248,0.99
[3794/300000],0.00066,0.15168,99.248,0.99
[3795/300000],0.00068,0.00914,99.248,1.00
[3796/300000],0.00068,0.00434,99.248,1.00
[3797/300000],0.00066,0.00514,99.248,1.00
[3798/300000],0.00053,0.01008,99.248,1.00
[3799/300000],0.00072,0.00333,99.248,1.00
[3800/300000],0.00072,0.00080,100.000,1.00
[3801/300000],0.00068,0.00069,100.000,1.00
[3802/300000],0.00059,0.00094,100.000,1.00
[3803/300000],0.00064,0.00258,99.248,1.00
[3804/300000],0.00058,0.00157,100.000,1.00
[3805/300000],0.00070,0.00089,100.000,1.00
[3806/300000],0.00065,0.00077,100.000,1.00
[3807/300000],0.00061,0.00094,100.000,1.00
[3808/300000],0.00062,0.00087,100.000,1.00
[3809/300000],0.00066,0.00084,100.000,1.00
[3810/300000],0.00065,0.00077,100.000,1.00
[3811/300000],0.00060,0.00086,100.000,1.00
[3812/300000],0.00065,0.00077,100.000,1.00
[3813/300000],0.00069,0.00108,100.000,1.00
[3814/300000],0.00065,0.00066,100.000,1.00
[3815/300000],0.00064,0.00068,100.000,1.00
[3816/300000],0.00060,0.00068,100.000,1.00
[3817/300000],0.00063,0.00069,100.000,1.00
[3818/300000],0.00059,0.00066,100.000,1.00
[3819/300000],0.00062,0.00065,100.000,1.00
[3820/300000],0.00065,0.00066,100.000,1.00
[3821/300000],0.00070,0.00068,100.000,1.00
[3822/300000],0.00067,0.00070,100.000,1.00
[3823/300000],0.00059,0.00066,100.000,1.00
[3824/300000],0.00064,0.00066,100.000,1.00
[3825/300000],0.00066,0.00064,100.000,1.00
[3826/300000],0.00061,0.00071,100.000,1.00
[3827/300000],0.00058,0.00075,100.000,1.00
[3828/300000],0.00067,0.00065,100.000,1.00
[3829/300000],0.00080,0.00068,100.000,1.00
[3830/300000],0.00063,0.00069,100.000,1.00
[3831/300000],0.00062,0.00068,100.000,1.00
[3832/300000],0.00064,0.00065,100.000,1.00
[3833/300000],0.00072,0.00067,100.000,1.00
[3834/300000],0.00064,0.00066,100.000,1.00
[3835/300000],0.00082,0.00073,100.000,1.00
[3836/300000],0.00064,0.00089,100.000,1.00
[3837/300000],0.00067,0.00091,100.000,1.00
[3838/300000],0.00059,0.00075,100.000,1.00
[3839/300000],0.00060,0.00077,100.000,1.00
[3840/300000],0.00057,0.00066,100.000,1.00
[3841/300000],0.00065,0.00070,100.000,1.00
[3842/300000],0.00067,0.00071,100.000,1.00
[3843/300000],0.00063,0.00067,100.000,1.00
[3844/300000],0.00061,0.00064,100.000,1.00
[3845/300000],0.00064,0.00068,100.000,1.00
[3846/300000],0.00063,0.00067,100.000,1.00
[3847/300000],0.00064,0.00066,100.000,1.00
[3848/300000],0.00946,0.01743,98.496,0.99
[3849/300000],0.00370,0.00140,100.000,1.00
[3850/300000],0.00066,0.00348,99.248,1.00
[3851/300000],0.00072,0.00336,99.248,1.00
[3852/300000],0.00080,0.00119,100.000,1.00
[3853/300000],0.00080,0.00095,100.000,1.00
[3854/300000],0.00086,0.00083,100.000,1.00
[3855/300000],0.00063,0.00083,100.000,1.00
[3856/300000],0.00061,0.00095,100.000,1.00
[3857/300000],0.00066,0.00095,100.000,1.00
[3858/300000],0.00065,0.00095,100.000,1.00
[3859/300000],0.00070,0.00105,100.000,1.00
[3860/300000],0.00061,0.00115,100.000,1.00
[3861/300000],0.00078,0.00077,100.000,1.00
[3862/300000],0.00065,0.00080,100.000,1.00
[3863/300000],0.00069,0.00084,100.000,1.00
[3864/300000],0.00065,0.00081,100.000,1.00
[3865/300000],0.00072,0.00079,100.000,1.00
[3866/300000],0.00068,0.00105,100.000,1.00
[3867/300000],0.00065,0.00079,100.000,1.00
[3868/300000],0.00060,0.00090,100.000,1.00
[3869/300000],0.00067,0.00088,100.000,1.00
[3870/300000],0.00067,0.00084,100.000,1.00
[3871/300000],0.00069,0.00083,100.000,1.00
[3872/300000],0.00065,0.00090,100.000,1.00
[3873/300000],0.00062,0.00094,100.000,1.00
[3874/300000],0.00093,0.01170,99.248,1.00
[3875/300000],0.00065,0.00643,99.248,1.00
[3876/300000],0.00063,0.01755,99.248,0.99
[3877/300000],0.00087,0.03378,99.248,0.99
[3878/300000],0.00073,0.01624,99.248,0.99
[3879/300000],0.00064,0.03155,99.248,0.99
[3880/300000],0.00065,0.02473,99.248,0.99
[3881/300000],0.00071,0.01145,99.248,1.00
[3882/300000],0.00057,0.00672,99.248,1.00
[3883/300000],0.00067,0.00078,100.000,1.00
[3884/300000],0.00067,0.00070,100.000,1.00
[3885/300000],0.00056,0.00066,100.000,1.00
[3886/300000],0.00064,0.00076,100.000,1.00
[3887/300000],0.49045,0.06227,98.496,0.99
[3888/300000],0.00074,0.05810,98.496,0.99
[3889/300000],0.00081,0.05731,98.496,0.99
[3890/300000],0.00071,0.02614,98.496,0.99
[3891/300000],0.00071,0.00797,99.248,1.00
[3892/300000],0.00067,0.00546,99.248,1.00
[3893/300000],0.00608,0.05179,99.248,0.99
[3894/300000],0.00138,0.03738,99.248,0.99
[3895/300000],0.00078,0.01899,99.248,1.00
[3896/300000],0.00070,0.02104,99.248,1.00
[3897/300000],0.00085,0.00552,99.248,1.00
[3898/300000],0.00091,0.00222,99.248,1.00
[3899/300000],0.00081,0.00082,100.000,1.00
[3900/300000],0.00180,0.00078,100.000,1.00
[3901/300000],0.00073,0.00075,100.000,1.00
[3902/300000],0.00108,0.00077,100.000,1.00
[3903/300000],0.00059,0.00072,100.000,1.00
[3904/300000],0.00067,0.00073,100.000,1.00
[3905/300000],0.00068,0.00076,100.000,1.00
[3906/300000],0.00074,0.00075,100.000,1.00
[3907/300000],0.00071,0.00071,100.000,1.00
[3908/300000],0.00074,0.00069,100.000,1.00
[3909/300000],0.00072,0.00071,100.000,1.00
[3910/300000],0.00073,0.00073,100.000,1.00
[3911/300000],0.00070,0.00072,100.000,1.00
[3912/300000],0.00070,0.00081,100.000,1.00
[3913/300000],0.00037,0.00070,100.000,1.00
[3914/300000],0.00058,0.00068,100.000,1.00
[3915/300000],0.00071,0.00071,100.000,1.00
[3916/300000],0.00068,0.00069,100.000,1.00
[3917/300000],0.00065,0.00070,100.000,1.00
[3918/300000],0.00066,0.00070,100.000,1.00
[3919/300000],0.00066,0.00069,100.000,1.00
[3920/300000],0.00074,0.00067,100.000,1.00
[3921/300000],0.00069,0.00070,100.000,1.00
[3922/300000],0.00062,0.00068,100.000,1.00
[3923/300000],0.00070,0.00066,100.000,1.00
[3924/300000],0.00064,0.00070,100.000,1.00
[3925/300000],0.00064,0.00070,100.000,1.00
[3926/300000],0.00059,0.00068,100.000,1.00
[3927/300000],0.00065,0.00071,100.000,1.00
[3928/300000],0.00065,0.00070,100.000,1.00
[3929/300000],0.00063,0.00068,100.000,1.00
[3930/300000],0.00065,0.00069,100.000,1.00
[3931/300000],0.00068,0.00069,100.000,1.00
[3932/300000],0.00057,0.00069,100.000,1.00
[3933/300000],0.00060,0.00069,100.000,1.00
[3934/300000],0.00067,0.00065,100.000,1.00
[3935/300000],0.00064,0.00079,100.000,1.00
[3936/300000],0.00067,0.00066,100.000,1.00
[3937/300000],0.00064,0.00069,100.000,1.00
[3938/300000],0.00065,0.00065,100.000,1.00
[3939/300000],0.00059,0.00067,100.000,1.00
[3940/300000],0.00067,0.00067,100.000,1.00
[3941/300000],0.00074,0.00065,100.000,1.00
[3942/300000],0.00061,0.00066,100.000,1.00
[3943/300000],0.00052,0.00064,100.000,1.00
[3944/300000],0.00066,0.00066,100.000,1.00
[3945/300000],0.00065,0.00065,100.000,1.00
[3946/300000],0.00062,0.00064,100.000,1.00
[3947/300000],0.00051,0.00067,100.000,1.00
[3948/300000],0.00060,0.00063,100.000,1.00
[3949/300000],0.00061,0.00065,100.000,1.00
[3950/300000],0.00063,0.00065,100.000,1.00
[3951/300000],0.00067,0.00063,100.000,1.00
[3952/300000],0.00072,0.00062,100.000,1.00
[3953/300000],0.00067,0.00065,100.000,1.00
[3954/300000],0.00060,0.00067,100.000,1.00
[3955/300000],0.00056,0.00058,100.000,1.00
[3956/300000],0.00067,0.00064,100.000,1.00
[3957/300000],0.00059,0.00064,100.000,1.00
[3958/300000],0.00061,0.00067,100.000,1.00
[3959/300000],0.00059,0.00062,100.000,1.00
[3960/300000],0.00064,0.00067,100.000,1.00
[3961/300000],0.00058,0.00062,100.000,1.00
[3962/300000],0.00067,0.00064,100.000,1.00
[3963/300000],0.00065,0.00061,100.000,1.00
[3964/300000],0.00059,0.00065,100.000,1.00
[3965/300000],0.00066,0.00062,100.000,1.00
[3966/300000],0.00063,0.00066,100.000,1.00
[3967/300000],0.00059,0.00065,100.000,1.00
[3968/300000],0.00063,0.00061,100.000,1.00
[3969/300000],0.00063,0.00063,100.000,1.00
[3970/300000],0.00060,0.00061,100.000,1.00
[3971/300000],0.00063,0.00063,100.000,1.00
[3972/300000],0.00062,0.00063,100.000,1.00
[3973/300000],0.00060,0.00063,100.000,1.00
[3974/300000],0.00062,0.00064,100.000,1.00
[3975/300000],0.00064,0.00064,100.000,1.00
[3976/300000],0.00056,0.00061,100.000,1.00
[3977/300000],0.00062,0.00065,100.000,1.00
[3978/300000],0.00052,0.00065,100.000,1.00
[3979/300000],0.00068,0.00064,100.000,1.00
[3980/300000],0.00066,0.00057,100.000,1.00
[3981/300000],0.00061,0.00078,100.000,1.00
[3982/300000],0.00058,0.00065,100.000,1.00
[3983/300000],0.00058,0.00079,100.000,1.00
[3984/300000],0.00053,0.00061,100.000,1.00
[3985/300000],0.00056,0.00061,100.000,1.00
[3986/300000],0.00054,0.00066,100.000,1.00
[3987/300000],0.00057,0.00065,100.000,1.00
[3988/300000],0.00065,0.00061,100.000,1.00
[3989/300000],0.00066,0.00057,100.000,1.00
[3990/300000],0.00058,0.00062,100.000,1.00
[3991/300000],0.00177,0.00081,100.000,1.00
[3992/300000],0.00063,0.00075,100.000,1.00
[3993/300000],0.00069,0.00068,100.000,1.00
[3994/300000],0.00072,0.00069,100.000,1.00
[3995/300000],0.00055,0.00065,100.000,1.00
[3996/300000],0.00055,0.00064,100.000,1.00
[3997/300000],0.00060,0.00073,100.000,1.00
[3998/300000],0.00068,0.00077,100.000,1.00
[3999/300000],0.00064,0.00100,100.000,1.00
[4000/300000],0.00060,0.00106,100.000,1.00
[4001/300000],0.00066,0.00079,100.000,1.00
[4002/300000],0.00055,0.00070,100.000,1.00
[4003/300000],0.00066,0.00063,100.000,1.00
[4004/300000],0.00063,0.00075,100.000,1.00
[4005/300000],0.00064,0.00069,100.000,1.00
[4006/300000],0.00064,0.00069,100.000,1.00
[4007/300000],0.00059,0.00064,100.000,1.00
[4008/300000],0.00056,0.00063,100.000,1.00
[4009/300000],0.00068,0.00075,100.000,1.00
[4010/300000],0.00063,0.00067,100.000,1.00
[4011/300000],0.00065,0.00090,100.000,1.00
[4012/300000],0.00057,0.00065,100.000,1.00
[4013/300000],0.00056,0.00062,100.000,1.00
[4014/300000],0.00054,0.00069,100.000,1.00
[4015/300000],0.00064,0.00066,100.000,1.00
[4016/300000],0.00060,0.00069,100.000,1.00
[4017/300000],0.00052,0.00076,100.000,1.00
[4018/300000],0.00058,0.00070,100.000,1.00
[4019/300000],0.00059,0.00073,100.000,1.00
[4020/300000],0.00061,0.00082,100.000,1.00
[4021/300000],0.00050,0.00068,100.000,1.00
[4022/300000],0.00056,0.00146,100.000,1.00
[4023/300000],0.00069,0.00070,100.000,1.00
[4024/300000],0.00064,0.00084,100.000,1.00
[4025/300000],0.00062,0.00121,100.000,1.00
[4026/300000],0.00062,0.00258,99.248,1.00
[4027/300000],0.00060,0.00110,100.000,1.00
[4028/300000],0.00060,0.00238,99.248,1.00
[4029/300000],0.00061,0.00255,99.248,1.00
[4030/300000],0.00057,0.00063,100.000,1.00
[4031/300000],0.00057,0.00067,100.000,1.00
[4032/300000],0.00057,0.00071,100.000,1.00
[4033/300000],0.00053,0.00066,100.000,1.00
[4034/300000],0.00056,0.00067,100.000,1.00
[4035/300000],0.00065,0.00070,100.000,1.00
[4036/300000],0.00059,0.00067,100.000,1.00
[4037/300000],0.00059,0.00074,100.000,1.00
[4038/300000],0.00055,0.00079,100.000,1.00
[4039/300000],0.00061,0.00090,100.000,1.00
[4040/300000],0.00056,0.00092,100.000,1.00
[4041/300000],0.00061,0.00143,99.248,1.00
[4042/300000],0.00183,0.00067,100.000,1.00
[4043/300000],0.00066,0.00063,100.000,1.00
[4044/300000],0.00060,0.00058,100.000,1.00
[4045/300000],0.00066,0.00060,100.000,1.00
[4046/300000],0.00063,0.00056,100.000,1.00
[4047/300000],0.00059,0.00063,100.000,1.00
[4048/300000],0.00062,0.00062,100.000,1.00
[4049/300000],0.00063,0.00062,100.000,1.00
[4050/300000],0.00053,0.00065,100.000,1.00
[4051/300000],0.00057,0.00060,100.000,1.00
[4052/300000],0.00058,0.00061,100.000,1.00
[4053/300000],0.00062,0.00058,100.000,1.00
[4054/300000],0.00059,0.00060,100.000,1.00
[4055/300000],0.00059,0.00065,100.000,1.00
[4056/300000],0.00056,0.00058,100.000,1.00
[4057/300000],0.00052,0.00060,100.000,1.00
[4058/300000],0.00062,0.00061,100.000,1.00
[4059/300000],0.00062,0.00064,100.000,1.00
[4060/300000],0.00059,0.00061,100.000,1.00
[4061/300000],0.00060,0.00060,100.000,1.00
[4062/300000],0.00058,0.00060,100.000,1.00
[4063/300000],0.00061,0.00061,100.000,1.00
[4064/300000],0.00059,0.00061,100.000,1.00
[4065/300000],0.00059,0.00059,100.000,1.00
[4066/300000],0.00055,0.00060,100.000,1.00
[4067/300000],0.00056,0.00057,100.000,1.00
[4068/300000],0.00058,0.00055,100.000,1.00
[4069/300000],0.00058,0.00061,100.000,1.00
[4070/300000],0.00062,0.00060,100.000,1.00
[4071/300000],0.00056,0.00060,100.000,1.00
[4072/300000],0.00057,0.00061,100.000,1.00
[4073/300000],0.00059,0.00059,100.000,1.00
[4074/300000],0.00059,0.00054,100.000,1.00
[4075/300000],0.00060,0.00064,100.000,1.00
[4076/300000],0.00056,0.00058,100.000,1.00
[4077/300000],0.00067,0.00060,100.000,1.00
[4078/300000],0.00049,0.00063,100.000,1.00
[4079/300000],0.00052,0.00060,100.000,1.00
[4080/300000],0.00053,0.00059,100.000,1.00
[4081/300000],0.00060,0.00062,100.000,1.00
[4082/300000],0.00057,0.00060,100.000,1.00
[4083/300000],0.00056,0.00060,100.000,1.00
[4084/300000],0.00058,0.00058,100.000,1.00
[4085/300000],0.00058,0.00059,100.000,1.00
[4086/300000],0.00057,0.00059,100.000,1.00
[4087/300000],0.00058,0.00056,100.000,1.00
[4088/300000],0.00060,0.00057,100.000,1.00
[4089/300000],0.00056,0.00056,100.000,1.00
[4090/300000],0.00057,0.00061,100.000,1.00
[4091/300000],0.00053,0.00058,100.000,1.00
[4092/300000],0.00060,0.00059,100.000,1.00
[4093/300000],0.00056,0.00054,100.000,1.00
[4094/300000],0.00062,0.00061,100.000,1.00
[4095/300000],0.00038,0.00059,100.000,1.00
[4096/300000],0.00062,0.00058,100.000,1.00
[4097/300000],0.00062,0.00059,100.000,1.00
[4098/300000],0.00056,0.00059,100.000,1.00
[4099/300000],0.00059,0.00060,100.000,1.00
[4100/300000],0.00055,0.00061,100.000,1.00
[4101/300000],0.00051,0.00061,100.000,1.00
[4102/300000],0.00050,0.00058,100.000,1.00
[4103/300000],0.00059,0.00065,100.000,1.00
[4104/300000],0.00056,0.00059,100.000,1.00
[4105/300000],0.00064,0.00058,100.000,1.00
[4106/300000],0.00060,0.00060,100.000,1.00
[4107/300000],0.00047,0.00059,100.000,1.00
[4108/300000],0.00027,0.00058,100.000,1.00
[4109/300000],0.00061,0.00061,100.000,1.00
[4110/300000],0.00055,0.00062,100.000,1.00
[4111/300000],0.00058,0.00060,100.000,1.00
[4112/300000],0.00052,0.00063,100.000,1.00
[4113/300000],0.00061,0.00054,100.000,1.00
[4114/300000],0.00054,0.00062,100.000,1.00
[4115/300000],0.00055,0.00064,100.000,1.00
[4116/300000],0.00054,0.00063,100.000,1.00
[4117/300000],0.00060,0.00059,100.000,1.00
[4118/300000],0.00060,0.00064,100.000,1.00
[4119/300000],0.00056,0.00057,100.000,1.00
[4120/300000],0.00055,0.00060,100.000,1.00
[4121/300000],0.07467,0.18288,98.496,0.99
[4122/300000],0.00080,0.19041,98.496,0.99
[4123/300000],0.00065,0.14037,98.496,0.99
[4124/300000],0.00065,0.08260,99.248,0.99
[4125/300000],0.00064,0.02969,99.248,1.00
[4126/300000],0.00065,0.00333,100.000,1.00
[4127/300000],0.00064,0.00177,100.000,1.00
[4128/300000],0.00063,0.00239,100.000,1.00
[4129/300000],0.00063,0.00204,100.000,1.00
[4130/300000],0.00062,0.00172,100.000,1.00
[4131/300000],0.00065,0.00165,100.000,1.00
[4132/300000],0.01127,0.00104,100.000,1.00
[4133/300000],0.00081,0.00080,100.000,1.00
[4134/300000],0.00071,0.00075,100.000,1.00
[4135/300000],0.00070,0.00072,100.000,1.00
[4136/300000],0.00067,0.00080,100.000,1.00
[4137/300000],0.00065,0.00065,100.000,1.00
[4138/300000],0.00062,0.00067,100.000,1.00
[4139/300000],0.00061,0.00066,100.000,1.00
[4140/300000],0.00058,0.00064,100.000,1.00
[4141/300000],0.00062,0.00066,100.000,1.00
[4142/300000],0.00069,0.00065,100.000,1.00
[4143/300000],0.00064,0.00063,100.000,1.00
[4144/300000],0.00067,0.00062,100.000,1.00
[4145/300000],0.00053,0.00061,100.000,1.00
[4146/300000],0.00068,0.00062,100.000,1.00
[4147/300000],0.00058,0.00063,100.000,1.00
[4148/300000],0.00061,0.00063,100.000,1.00
[4149/300000],0.00056,0.00059,100.000,1.00
[4150/300000],0.00057,0.00065,100.000,1.00
[4151/300000],0.00057,0.00059,100.000,1.00
[4152/300000],0.00061,0.00064,100.000,1.00
[4153/300000],0.00061,0.00062,100.000,1.00
[4154/300000],0.00055,0.00061,100.000,1.00
[4155/300000],0.00062,0.00062,100.000,1.00
[4156/300000],0.00065,0.00064,100.000,1.00
[4157/300000],0.00060,0.00059,100.000,1.00
[4158/300000],0.00062,0.00060,100.000,1.00
[4159/300000],0.00060,0.00061,100.000,1.00
[4160/300000],0.00044,0.00061,100.000,1.00
[4161/300000],0.00058,0.00061,100.000,1.00
[4162/300000],0.00063,0.00061,100.000,1.00
[4163/300000],0.00058,0.00070,100.000,1.00
[4164/300000],0.00064,0.00060,100.000,1.00
[4165/300000],0.00053,0.00061,100.000,1.00
[4166/300000],0.00056,0.00057,100.000,1.00
[4167/300000],0.00059,0.00059,100.000,1.00
[4168/300000],0.00067,0.00061,100.000,1.00
[4169/300000],0.00054,0.00060,100.000,1.00
[4170/300000],0.00060,0.00059,100.000,1.00
[4171/300000],0.00056,0.00059,100.000,1.00
[4172/300000],0.00058,0.00059,100.000,1.00
[4173/300000],0.00048,0.00060,100.000,1.00
[4174/300000],0.00057,0.00060,100.000,1.00
[4175/300000],0.00062,0.00059,100.000,1.00
[4176/300000],0.00055,0.00059,100.000,1.00
[4177/300000],0.00057,0.00060,100.000,1.00
[4178/300000],0.00060,0.00061,100.000,1.00
[4179/300000],0.00057,0.00059,100.000,1.00
[4180/300000],0.00053,0.00059,100.000,1.00
[4181/300000],0.00053,0.00058,100.000,1.00
[4182/300000],0.00078,0.00058,100.000,1.00
[4183/300000],0.00062,0.00060,100.000,1.00
[4184/300000],0.00053,0.00058,100.000,1.00
[4185/300000],0.00065,0.00060,100.000,1.00
[4186/300000],1.49925,0.29489,99.248,0.99
[4187/300000],0.00298,0.05337,99.248,0.99
[4188/300000],0.00118,0.04144,99.248,0.99
[4189/300000],0.00086,0.02299,99.248,1.00
[4190/300000],0.00875,0.00078,100.000,1.00
[4191/300000],0.00081,0.00080,100.000,1.00
[4192/300000],0.00071,0.00083,100.000,1.00
[4193/300000],0.00086,0.00075,100.000,1.00
[4194/300000],0.00080,0.00072,100.000,1.00
[4195/300000],0.00074,0.00073,100.000,1.00
[4196/300000],0.00110,0.00072,100.000,1.00
[4197/300000],0.00073,0.00070,100.000,1.00
[4198/300000],0.00067,0.00070,100.000,1.00
[4199/300000],0.00066,0.00069,100.000,1.00
[4200/300000],0.00074,0.00066,100.000,1.00
[4201/300000],0.00070,0.00065,100.000,1.00
[4202/300000],0.00073,0.00068,100.000,1.00
[4203/300000],0.00066,0.00064,100.000,1.00
[4204/300000],0.00069,0.00069,100.000,1.00
[4205/300000],0.00078,0.00070,100.000,1.00
[4206/300000],0.00069,0.00067,100.000,1.00
[4207/300000],0.00069,0.00070,100.000,1.00
[4208/300000],0.00061,0.00069,100.000,1.00
[4209/300000],0.00072,0.00066,100.000,1.00
[4210/300000],0.00073,0.00067,100.000,1.00
[4211/300000],0.00076,0.00065,100.000,1.00
[4212/300000],0.00130,0.00067,100.000,1.00
[4213/300000],0.00060,0.00067,100.000,1.00
[4214/300000],0.00065,0.00065,100.000,1.00
[4215/300000],0.00062,0.00073,100.000,1.00
[4216/300000],0.00069,0.00075,100.000,1.00
[4217/300000],0.00064,0.00069,100.000,1.00
[4218/300000],0.00067,0.00067,100.000,1.00
[4219/300000],0.00067,0.00070,100.000,1.00
[4220/300000],0.00068,0.00072,100.000,1.00
[4221/300000],0.00067,0.00067,100.000,1.00
[4222/300000],0.00070,0.00067,100.000,1.00
[4223/300000],0.00068,0.00065,100.000,1.00
[4224/300000],0.00069,0.00068,100.000,1.00
[4225/300000],0.00070,0.00082,100.000,1.00
[4226/300000],0.00078,0.00067,100.000,1.00
[4227/300000],0.00055,0.00070,100.000,1.00
[4228/300000],0.00068,0.00067,100.000,1.00
[4229/300000],0.00069,0.00066,100.000,1.00
[4230/300000],0.00062,0.00069,100.000,1.00
[4231/300000],0.00064,0.00064,100.000,1.00
[4232/300000],0.00063,0.00064,100.000,1.00
[4233/300000],0.00063,0.00070,100.000,1.00
[4234/300000],0.00070,0.00066,100.000,1.00
[4235/300000],0.00059,0.00070,100.000,1.00
[4236/300000],0.00058,0.00240,100.000,1.00
[4237/300000],0.00058,0.00068,100.000,1.00
[4238/300000],0.00052,0.00096,100.000,1.00
[4239/300000],0.00051,0.00187,100.000,1.00
[4240/300000],0.00071,0.00069,100.000,1.00
[4241/300000],0.00062,0.00071,100.000,1.00
[4242/300000],0.00055,0.00095,100.000,1.00
[4243/300000],0.00065,0.00092,100.000,1.00
[4244/300000],0.00064,0.00075,100.000,1.00
[4245/300000],0.00066,0.00075,100.000,1.00
[4246/300000],0.00065,0.00065,100.000,1.00
[4247/300000],0.00061,0.00064,100.000,1.00
[4248/300000],0.00065,0.00065,100.000,1.00
[4249/300000],0.00062,0.00066,100.000,1.00
[4250/300000],0.00066,0.00067,100.000,1.00
[4251/300000],0.00060,0.00064,100.000,1.00
[4252/300000],0.00056,0.00064,100.000,1.00
[4253/300000],0.00066,0.00066,100.000,1.00
[4254/300000],0.00064,0.00067,100.000,1.00
[4255/300000],0.00068,0.00065,100.000,1.00
[4256/300000],0.00062,0.00060,100.000,1.00
[4257/300000],0.00057,0.00066,100.000,1.00
[4258/300000],0.00057,0.00077,100.000,1.00
[4259/300000],0.00066,0.00082,100.000,1.00
[4260/300000],0.00060,0.00075,100.000,1.00
[4261/300000],0.00057,0.00091,100.000,1.00
[4262/300000],0.00066,0.00070,100.000,1.00
[4263/300000],0.00059,0.00059,100.000,1.00
[4264/300000],0.00079,0.00060,100.000,1.00
[4265/300000],0.00064,0.00061,100.000,1.00
[4266/300000],0.00053,0.00061,100.000,1.00
[4267/300000],0.00072,0.00059,100.000,1.00
[4268/300000],0.00063,0.00061,100.000,1.00
[4269/300000],0.00056,0.00061,100.000,1.00
[4270/300000],0.00057,0.00060,100.000,1.00
[4271/300000],0.00059,0.00060,100.000,1.00
[4272/300000],0.00062,0.00058,100.000,1.00
[4273/300000],0.00058,0.00065,100.000,1.00
[4274/300000],0.00061,0.00065,100.000,1.00
[4275/300000],0.00059,0.00059,100.000,1.00
[4276/300000],0.00060,0.00060,100.000,1.00
[4277/300000],0.04876,0.00146,100.000,1.00
[4278/300000],0.00816,0.27233,90.226,0.95
[4279/300000],0.01396,0.12317,97.744,0.99
[4280/300000],0.00093,0.07093,98.496,0.99
[4281/300000],0.07267,1.37544,84.211,0.92
[4282/300000],0.01975,0.15561,90.226,0.98
[4283/300000],0.03553,0.54173,96.992,0.99
[4284/300000],0.17369,0.01353,99.248,1.00
[4285/300000],0.00840,0.00710,99.248,1.00
[4286/300000],0.00138,0.00223,100.000,1.00
[4287/300000],0.00106,0.00187,100.000,1.00
[4288/300000],0.00143,0.00147,100.000,1.00
[4289/300000],0.00090,0.00188,100.000,1.00
[4290/300000],0.02070,0.38815,94.737,0.98
[4291/300000],0.00086,0.16732,95.489,0.98
[4292/300000],0.00111,0.12130,96.992,0.99
[4293/300000],0.06487,0.10970,97.744,0.99
[4294/300000],0.00147,0.09985,99.248,0.99
[4295/300000],0.09538,0.00551,100.000,1.00
[4296/300000],0.00162,0.00316,100.000,1.00
[4297/300000],0.00139,0.00171,100.000,1.00
[4298/300000],0.00250,0.00141,100.000,1.00
[4299/300000],0.00089,0.00130,100.000,1.00
[4300/300000],0.00128,0.00114,100.000,1.00
[4301/300000],0.00197,0.00121,100.000,1.00
[4302/300000],0.00122,0.00102,100.000,1.00
[4303/300000],0.00092,0.00097,100.000,1.00
[4304/300000],0.00092,0.00092,100.000,1.00
[4305/300000],0.00105,0.00102,100.000,1.00
[4306/300000],0.00096,0.00094,100.000,1.00
[4307/300000],0.00119,0.00089,100.000,1.00
[4308/300000],0.00099,0.00092,100.000,1.00
[4309/300000],0.00122,0.00091,100.000,1.00
[4310/300000],0.00080,0.00089,100.000,1.00
[4311/300000],0.00078,0.00088,100.000,1.00
[4312/300000],0.00083,0.00084,100.000,1.00
[4313/300000],0.00096,0.00090,100.000,1.00
[4314/300000],0.00114,0.00091,100.000,1.00
[4315/300000],0.00095,0.00091,100.000,1.00
[4316/300000],0.01770,0.00306,99.248,1.00
[4317/300000],0.00103,0.00125,100.000,1.00
[4318/300000],0.00085,0.00141,100.000,1.00
[4319/300000],0.00094,0.00280,99.248,1.00
[4320/300000],0.00105,0.00612,99.248,1.00
[4321/300000],0.00078,0.00961,99.248,0.99
[4322/300000],0.00089,0.01513,99.248,1.00
[4323/300000],0.00084,0.02766,99.248,0.99
[4324/300000],0.00081,0.02957,99.248,0.99
[4325/300000],0.00104,0.03303,99.248,0.99
[4326/300000],0.00075,0.03286,99.248,0.99
[4327/300000],0.00093,0.03066,99.248,0.99
[4328/300000],0.00086,0.02646,99.248,0.99
[4329/300000],0.01199,0.00786,99.248,0.99
[4330/300000],0.00097,0.00765,99.248,0.99
